,file,shot,start_s,end_s,start,end
8732,5256228221757951173.xml,21,96.21,97.2,00:01:36:21,00:01:37:20
8733,5256228221757951173.xml,22,97.21,98.06,00:01:37:21,00:01:38:06
8734,5256228221757951173.xml,23,98.07,100.05,00:01:38:07,00:01:40:05
8735,5256228221757951173.xml,24,100.06,100.21,00:01:40:06,00:01:40:21
8736,5256228221757951173.xml,25,100.22,101.13,00:01:40:22,00:01:41:13
8737,5256228221757951173.xml,26,101.14,103.22,00:01:41:14,00:01:43:22
8738,5256228221757951173.xml,27,103.23,105.2,00:01:43:23,00:01:45:20
8739,5256228221757951173.xml,28,105.21,115.19,00:01:45:21,00:01:55:19
8740,5256228221757951173.xml,29,115.2,117.2,00:01:55:20,00:01:57:20
8741,5256228221757951173.xml,30,117.21,117.23,00:01:57:21,00:01:57:23
8742,5256228221757951173.xml,31,117.24,118.11,00:01:57:24,00:01:58:11
8743,5256228221757951173.xml,32,118.12,121.1,00:01:58:12,00:02:01:10
8744,5256228221757951173.xml,33,121.11,125.0,00:02:01:11,00:02:05:00
8745,5256228221757951173.xml,34,125.01,126.08,00:02:05:01,00:02:06:08
8746,5256228221757951173.xml,35,126.09,128.05,00:02:06:09,00:02:08:05
8747,5256228221757951173.xml,36,128.06,136.1,00:02:08:06,00:02:16:10
8748,5256228221757951173.xml,37,136.11,137.21,00:02:16:11,00:02:17:21
8749,5256228221757951173.xml,38,137.22,139.15,00:02:17:22,00:02:19:15
8750,5256228221757951173.xml,39,139.16,143.0,00:02:19:16,00:02:23:00
8751,5256228221757951173.xml,40,143.01,144.17,00:02:23:01,00:02:24:17
8752,5256228221757951173.xml,41,144.18,145.24,00:02:24:18,00:02:25:24
8753,5256228221757951173.xml,42,146.0,151.04,00:02:26:00,00:02:31:04
8754,5256228221757951173.xml,43,151.05,156.23,00:02:31:05,00:02:36:23
8755,5256228221757951173.xml,44,156.24,158.03,00:02:36:24,00:02:38:03
8756,5256228221757951173.xml,45,158.04,163.13,00:02:38:04,00:02:43:13
8757,5256228221757951173.xml,46,163.14,174.23,00:02:43:14,00:02:54:23
8758,5256228221757951173.xml,47,174.24,175.12,00:02:54:24,00:02:55:12
8759,5256228221757951173.xml,48,175.13,196.0,00:02:55:13,00:03:16:00
8760,5256228221757951173.xml,49,196.01,196.13,00:03:16:01,00:03:16:13
8761,5256228221757951173.xml,50,196.14,198.02,00:03:16:14,00:03:18:02
8762,5256228221757951173.xml,51,198.03,207.07,00:03:18:03,00:03:27:07
8763,5256228221757951173.xml,52,207.08,211.16,00:03:27:08,00:03:31:16
8764,5256228221757951173.xml,53,211.17,218.03,00:03:31:17,00:03:38:03
8765,5256228221757951173.xml,54,218.04,222.06,00:03:38:04,00:03:42:06
8766,5256228221757951173.xml,55,222.07,224.19,00:03:42:07,00:03:44:19
8767,5256228221757951173.xml,56,224.2,227.11,00:03:44:20,00:03:47:11
8768,5256228221757951173.xml,57,227.12,229.02,00:03:47:12,00:03:49:02
8769,5256228221757951173.xml,58,229.03,229.07,00:03:49:03,00:03:49:07
8770,5256228221757951173.xml,59,229.08,231.1,00:03:49:08,00:03:51:10
8771,5256228221757951173.xml,60,231.11,232.11,00:03:51:11,00:03:52:11
8772,5256228221757951173.xml,61,232.12,240.1,00:03:52:12,00:04:00:10
8773,5256228221757951173.xml,62,240.11,242.05,00:04:00:11,00:04:02:05
8774,5256228221757951173.xml,63,242.06,243.2,00:04:02:06,00:04:03:20
8775,5256228221757951173.xml,64,243.21,245.0,00:04:03:21,00:04:05:00
8776,5256228221757951173.xml,65,245.01,248.14,00:04:05:01,00:04:08:14
8777,5256228221757951173.xml,66,248.15,251.04,00:04:08:15,00:04:11:04
8778,5256228221757951173.xml,67,251.05,253.05,00:04:11:05,00:04:13:05
8779,5256228221757951173.xml,68,253.06,256.07,00:04:13:06,00:04:16:07
8780,5256228221757951173.xml,69,256.08,258.22,00:04:16:08,00:04:18:22
8781,5256228221757951173.xml,70,258.23,263.02,00:04:18:23,00:04:23:02
8782,5256228221757951173.xml,71,263.03,264.11,00:04:23:03,00:04:24:11
8783,5256228221757951173.xml,72,264.12,265.03,00:04:24:12,00:04:25:03
8784,5256228221757951173.xml,73,265.04,266.22,00:04:25:04,00:04:26:22
8785,5256228221757951173.xml,74,266.23,267.23,00:04:26:23,00:04:27:23
8786,5256228221757951173.xml,75,267.24,269.2,00:04:27:24,00:04:29:20
8787,5256228221757951173.xml,76,269.21,271.15,00:04:29:21,00:04:31:15
8788,5256228221757951173.xml,77,271.16,272.21,00:04:31:16,00:04:32:21
8789,5256228221757951173.xml,78,272.22,274.14,00:04:32:22,00:04:34:14
8790,5256228221757951173.xml,79,274.15,276.18,00:04:34:15,00:04:36:18
8791,5256228221757951173.xml,80,276.19,279.11,00:04:36:19,00:04:39:11
8792,5256228221757951173.xml,81,279.12,281.11,00:04:39:12,00:04:41:11
8793,5256228221757951173.xml,82,281.12,284.24,00:04:41:12,00:04:44:24
8794,5256228221757951173.xml,83,285.0,287.24,00:04:45:00,00:04:47:24
8795,5256228221757951173.xml,84,288.0,289.01,00:04:48:00,00:04:49:01
8796,5256228221757951173.xml,85,289.02,290.06,00:04:49:02,00:04:50:06
8797,5256228221757951173.xml,86,290.07,296.04,00:04:50:07,00:04:56:04
8798,5256228221757951173.xml,87,296.05,297.12,00:04:56:05,00:04:57:12
8799,5256228221757951173.xml,88,297.13,300.1,00:04:57:13,00:05:00:10
8800,5256228221757951173.xml,89,300.11,301.05,00:05:00:11,00:05:01:05
8801,5256228221757951173.xml,90,301.06,305.23,00:05:01:06,00:05:05:23
8802,5256228221757951173.xml,91,305.24,307.06,00:05:05:24,00:05:07:06
8803,5256228221757951173.xml,92,307.07,308.17,00:05:07:07,00:05:08:17
8804,5256228221757951173.xml,93,308.18,312.03,00:05:08:18,00:05:12:03
8805,5256228221757951173.xml,94,312.04,316.17,00:05:12:04,00:05:16:17
8806,5256228221757951173.xml,95,316.18,317.06,00:05:16:18,00:05:17:06
8807,5256228221757951173.xml,96,317.07,318.22,00:05:17:07,00:05:18:22
8808,5256228221757951173.xml,97,318.23,325.17,00:05:18:23,00:05:25:17
8809,5256228221757951173.xml,98,325.18,327.16,00:05:25:18,00:05:27:16
8810,5256228221757951173.xml,99,327.17,329.0,00:05:27:17,00:05:29:00
8811,5256228221757951173.xml,100,329.01,330.0,00:05:29:01,00:05:30:00
8812,5256228221757951173.xml,101,330.01,332.22,00:05:30:01,00:05:32:22
8813,5256228221757951173.xml,102,332.23,333.22,00:05:32:23,00:05:33:22
8814,5256228221757951173.xml,103,333.23,335.06,00:05:33:23,00:05:35:06
8815,5256228221757951173.xml,104,335.07,336.1,00:05:35:07,00:05:36:10
8816,5256228221757951173.xml,105,336.11,339.04,00:05:36:11,00:05:39:04
8817,5256228221757951173.xml,106,339.05,344.16,00:05:39:05,00:05:44:16
8818,5256228221757951173.xml,107,344.17,349.23,00:05:44:17,00:05:49:23
8819,5256228221757951173.xml,108,349.24,350.15,00:05:49:24,00:05:50:15
8820,5256228221757951173.xml,109,350.16,350.21,00:05:50:16,00:05:50:21
8821,5256228221757951173.xml,110,350.22,355.23,00:05:50:22,00:05:55:23
8822,5256228221757951173.xml,111,355.24,357.23,00:05:55:24,00:05:57:23
8823,5256228221757951173.xml,112,357.24,363.18,00:05:57:24,00:06:03:18
8824,5256228221757951173.xml,113,363.19,366.14,00:06:03:19,00:06:06:14
8825,5256228221757951173.xml,114,366.15,367.0,00:06:06:15,00:06:07:00
8826,5256228221757951173.xml,115,367.01,368.07,00:06:07:01,00:06:08:07
8827,5256228221757951173.xml,116,368.08,370.07,00:06:08:08,00:06:10:07
8828,5256228221757951173.xml,117,370.08,374.18,00:06:10:08,00:06:14:18
8829,5256228221757951173.xml,118,374.19,379.17,00:06:14:19,00:06:19:17
8830,5256228221757951173.xml,119,379.18,380.24,00:06:19:18,00:06:20:24
8831,5256228221757951173.xml,120,381.0,384.18,00:06:21:00,00:06:24:18
8832,5256228221757951173.xml,121,384.19,387.18,00:06:24:19,00:06:27:18
8833,5256228221757951173.xml,122,387.19,388.02,00:06:27:19,00:06:28:02
8834,5256228221757951173.xml,123,388.03,389.05,00:06:28:03,00:06:29:05
8835,5256228221757951173.xml,124,389.06,389.21,00:06:29:06,00:06:29:21
8836,5256228221757951173.xml,125,389.22,391.1,00:06:29:22,00:06:31:10
8837,5256228221757951173.xml,126,391.11,392.16,00:06:31:11,00:06:32:16
8838,5256228221757951173.xml,127,392.17,410.05,00:06:32:17,00:06:50:05
8839,5256228221757951173.xml,128,410.06,412.18,00:06:50:06,00:06:52:18
8840,5256228221757951173.xml,129,412.19,414.13,00:06:52:19,00:06:54:13
8841,5256228221757951173.xml,130,414.14,422.12,00:06:54:14,00:07:02:12
8842,5256228221757951173.xml,131,422.13,425.11,00:07:02:13,00:07:05:11
8843,5256228221757951173.xml,132,425.12,427.0,00:07:05:12,00:07:07:00
8844,5256228221757951173.xml,133,427.01,432.11,00:07:07:01,00:07:12:11
8845,5256228221757951173.xml,134,432.12,434.13,00:07:12:12,00:07:14:13
8846,5256228221757951173.xml,135,434.14,436.0,00:07:14:14,00:07:16:00
8847,5256228221757951173.xml,136,436.01,436.19,00:07:16:01,00:07:16:19
8848,5256228221757951173.xml,137,436.2,440.13,00:07:16:20,00:07:20:13
8849,5256228221757951173.xml,138,440.14,444.0,00:07:20:14,00:07:24:00
8850,5256228221757951173.xml,139,444.01,448.11,00:07:24:01,00:07:28:11
8851,5256228221757951173.xml,140,448.12,454.16,00:07:28:12,00:07:34:16
8852,5256228221757951173.xml,141,454.17,455.24,00:07:34:17,00:07:35:24
8853,5256228221757951173.xml,142,456.0,457.03,00:07:36:00,00:07:37:03
8854,5256228221757951173.xml,143,457.04,459.06,00:07:37:04,00:07:39:06
8855,5256228221757951173.xml,144,459.07,460.2,00:07:39:07,00:07:40:20
8856,5256228221757951173.xml,145,460.21,462.23,00:07:40:21,00:07:42:23
8857,5256228221757951173.xml,146,462.24,467.0,00:07:42:24,00:07:47:00
8858,5256228221757951173.xml,147,467.01,468.14,00:07:47:01,00:07:48:14
8859,5256228221757951173.xml,148,468.15,471.04,00:07:48:15,00:07:51:04
8860,5256228221757951173.xml,149,471.05,477.06,00:07:51:05,00:07:57:06
8861,5256228221757951173.xml,150,477.07,487.14,00:07:57:07,00:08:07:14
8862,5256228221757951173.xml,151,487.15,495.01,00:08:07:15,00:08:15:01
8863,5256228221757951173.xml,152,495.02,496.22,00:08:15:02,00:08:16:22
8864,5256228221757951173.xml,153,496.23,498.11,00:08:16:23,00:08:18:11
8865,5256228221757951173.xml,154,498.12,498.21,00:08:18:12,00:08:18:21
8866,5256228221757951173.xml,155,498.22,499.15,00:08:18:22,00:08:19:15
8867,5256228221757951173.xml,156,499.16,500.23,00:08:19:16,00:08:20:23
8868,5256228221757951173.xml,157,500.24,501.17,00:08:20:24,00:08:21:17
8869,5256228221757951173.xml,158,501.18,502.16,00:08:21:18,00:08:22:16
8870,5256228221757951173.xml,159,502.17,506.24,00:08:22:17,00:08:26:24
8871,5256228221757951173.xml,160,507.0,509.0,00:08:27:00,00:08:29:00
8872,5256228221757951173.xml,161,509.01,513.16,00:08:29:01,00:08:33:16
8873,5256228221757951173.xml,162,513.17,514.19,00:08:33:17,00:08:34:19
8874,5256228221757951173.xml,163,514.2,516.09,00:08:34:20,00:08:36:09
8875,5256228221757951173.xml,164,516.1,518.12,00:08:36:10,00:08:38:12
8876,5256228221757951173.xml,165,518.13,520.04,00:08:38:13,00:08:40:04
8877,5256228221757951173.xml,166,520.05,523.13,00:08:40:05,00:08:43:13
8878,5256228221757951173.xml,167,523.14,528.23,00:08:43:14,00:08:48:23
8879,5256228221757951173.xml,168,528.24,530.21,00:08:48:24,00:08:50:21
8880,5256228221757951173.xml,169,530.22,553.21,00:08:50:22,00:09:13:21
8881,5256228221757951173.xml,170,553.22,557.23,00:09:13:22,00:09:17:23
8882,5256228221757951173.xml,171,557.24,561.23,00:09:17:24,00:09:21:23
8883,5256228221757951173.xml,172,561.24,565.21,00:09:21:24,00:09:25:21
8884,5256228221757951173.xml,173,565.22,567.22,00:09:25:22,00:09:27:22
8885,5256228221757951173.xml,174,567.23,572.15,00:09:27:23,00:09:32:15
8886,5256228221757951173.xml,175,572.16,575.18,00:09:32:16,00:09:35:18
8887,5256228221757951173.xml,176,575.19,581.22,00:09:35:19,00:09:41:22
8888,5256228221757951173.xml,177,581.23,583.22,00:09:41:23,00:09:43:22
8889,5256228221757951173.xml,178,583.23,585.12,00:09:43:23,00:09:45:12
8890,5256228221757951173.xml,179,585.13,588.08,00:09:45:13,00:09:48:08
8891,5256228221757951173.xml,180,588.09,590.18,00:09:48:09,00:09:50:18
8892,5256228221757951173.xml,181,590.19,594.03,00:09:50:19,00:09:54:03
8893,5256228221757951173.xml,182,594.04,597.02,00:09:54:04,00:09:57:02
8894,5256228221757951173.xml,183,597.03,605.16,00:09:57:03,00:10:05:16
8895,5256228221757951173.xml,184,605.17,610.03,00:10:05:17,00:10:10:03
8896,5256228221757951173.xml,185,610.04,611.1,00:10:10:04,00:10:11:10
8897,5256228221757951173.xml,186,611.11,618.01,00:10:11:11,00:10:18:01
8898,5256228221757951173.xml,187,618.02,618.2,00:10:18:02,00:10:18:20
8899,5256228221757951173.xml,188,618.21,622.03,00:10:18:21,00:10:22:03
8900,5256228221757951173.xml,189,622.04,622.22,00:10:22:04,00:10:22:22
8901,5256228221757951173.xml,190,622.23,624.04,00:10:22:23,00:10:24:04
8902,5256228221757951173.xml,191,624.05,626.14,00:10:24:05,00:10:26:14
8903,5256228221757951173.xml,192,626.15,636.08,00:10:26:15,00:10:36:08
8904,5256228221757951173.xml,193,636.09,637.16,00:10:36:09,00:10:37:16
8905,5256228221757951173.xml,194,637.17,650.18,00:10:37:17,00:10:50:18
8906,5256228221757951173.xml,195,650.19,656.09,00:10:50:19,00:10:56:09
8907,5256228221757951173.xml,196,656.1,665.04,00:10:56:10,00:11:05:04
8908,5256228221757951173.xml,197,665.05,670.07,00:11:05:05,00:11:10:07
8909,5256228221757951173.xml,198,670.08,673.01,00:11:10:08,00:11:13:01
8910,5256228221757951173.xml,199,673.02,684.09,00:11:13:02,00:11:24:09
8911,5256228221757951173.xml,200,684.1,689.13,00:11:24:10,00:11:29:13
8912,5256228221757951173.xml,201,689.14,700.14,00:11:29:14,00:11:40:14
8913,5256228221757951173.xml,202,700.15,703.01,00:11:40:15,00:11:43:01
8914,5256228221757951173.xml,203,703.02,728.19,00:11:43:02,00:12:08:19
8915,5256228221757951173.xml,204,728.2,732.1,00:12:08:20,00:12:12:10
8916,5256228221757951173.xml,205,732.11,735.17,00:12:12:11,00:12:15:17
8917,5256228221757951173.xml,206,735.18,737.13,00:12:15:18,00:12:17:13
8918,5256228221757951173.xml,207,737.14,740.17,00:12:17:14,00:12:20:17
8919,5256228221757951173.xml,208,740.18,747.14,00:12:20:18,00:12:27:14
8920,5256228221757951173.xml,209,747.15,759.0,00:12:27:15,00:12:39:00
8921,5256228221757951173.xml,210,759.01,761.14,00:12:39:01,00:12:41:14
8922,5256228221757951173.xml,211,761.15,765.24,00:12:41:15,00:12:45:24
8923,5256228221757951173.xml,212,766.0,767.19,00:12:46:00,00:12:47:19
8924,5256228221757951173.xml,213,767.2,768.22,00:12:47:20,00:12:48:22
8925,5256228221757951173.xml,214,768.23,770.14,00:12:48:23,00:12:50:14
8926,5256228221757951173.xml,215,770.15,771.13,00:12:50:15,00:12:51:13
8927,5256228221757951173.xml,216,771.14,773.24,00:12:51:14,00:12:53:24
8928,5256228221757951173.xml,217,774.0,775.1,00:12:54:00,00:12:55:10
8929,5256228221757951173.xml,218,775.11,777.14,00:12:55:11,00:12:57:14
8930,5256228221757951173.xml,219,777.15,778.18,00:12:57:15,00:12:58:18
8931,5256228221757951173.xml,220,778.19,781.03,00:12:58:19,00:13:01:03
8932,5256228221757951173.xml,221,781.04,784.16,00:13:01:04,00:13:04:16
8933,5256228221757951173.xml,222,784.17,786.11,00:13:04:17,00:13:06:11
8934,5256228221757951173.xml,223,786.12,788.04,00:13:06:12,00:13:08:04
8935,5256228221757951173.xml,224,788.05,789.1,00:13:08:05,00:13:09:10
8936,5256228221757951173.xml,225,789.11,791.06,00:13:09:11,00:13:11:06
8937,5256228221757951173.xml,226,791.07,792.11,00:13:11:07,00:13:12:11
8938,5256228221757951173.xml,227,792.12,794.17,00:13:12:12,00:13:14:17
8939,5256228221757951173.xml,228,794.18,796.11,00:13:14:18,00:13:16:11
8940,5256228221757951173.xml,229,796.12,796.16,00:13:16:12,00:13:16:16
8941,5256228221757951173.xml,230,796.17,798.09,00:13:16:17,00:13:18:09
8942,5256228221757951173.xml,231,798.1,800.21,00:13:18:10,00:13:20:21
8943,5256228221757951173.xml,232,800.22,837.12,00:13:20:22,00:13:57:12
8944,5256228221757951173.xml,233,837.13,843.23,00:13:57:13,00:14:03:23
8945,5256228221757951173.xml,234,843.24,849.11,00:14:03:24,00:14:09:11
8946,5256228221757951173.xml,235,849.12,852.1,00:14:09:12,00:14:12:10
8947,5256228221757951173.xml,236,852.11,855.09,00:14:12:11,00:14:15:09
8948,5256228221757951173.xml,237,855.1,856.21,00:14:15:10,00:14:16:21
8949,5256228221757951173.xml,238,856.22,863.15,00:14:16:22,00:14:23:15
8950,5256228221757951173.xml,239,863.16,865.02,00:14:23:16,00:14:25:02
8951,5256228221757951173.xml,240,865.03,869.06,00:14:25:03,00:14:29:06
8952,5256228221757951173.xml,241,869.07,870.21,00:14:29:07,00:14:30:21
8953,5256228221757951173.xml,242,870.22,872.04,00:14:30:22,00:14:32:04
8954,5256228221757951173.xml,243,872.05,873.19,00:14:32:05,00:14:33:19
8955,5256228221757951173.xml,244,873.2,881.15,00:14:33:20,00:14:41:15
8956,5256228221757951173.xml,245,881.16,884.21,00:14:41:16,00:14:44:21
8957,5256228221757951173.xml,246,884.22,892.03,00:14:44:22,00:14:52:03
8958,5256228221757951173.xml,247,892.04,897.13,00:14:52:04,00:14:57:13
8959,5256228221757951173.xml,248,897.14,899.01,00:14:57:14,00:14:59:01
8960,5256228221757951173.xml,249,899.02,900.06,00:14:59:02,00:15:00:06
8961,5256228221757951173.xml,250,900.07,902.1,00:15:00:07,00:15:02:10
8962,5256228221757951173.xml,251,902.11,905.23,00:15:02:11,00:15:05:23
8963,5256228221757951173.xml,252,905.24,907.14,00:15:05:24,00:15:07:14
8964,5256228221757951173.xml,253,907.15,909.0,00:15:07:15,00:15:09:00
8965,5256228221757951173.xml,254,909.01,911.13,00:15:09:01,00:15:11:13
8966,5256228221757951173.xml,255,911.14,919.01,00:15:11:14,00:15:19:01
8967,5256228221757951173.xml,256,919.02,923.21,00:15:19:02,00:15:23:21
8968,5256228221757951173.xml,257,923.22,926.17,00:15:23:22,00:15:26:17
8969,5256228221757951173.xml,258,926.18,934.23,00:15:26:18,00:15:34:23
8970,5256228221757951173.xml,259,934.24,941.06,00:15:34:24,00:15:41:06
8971,5256228221757951173.xml,260,941.07,942.08,00:15:41:07,00:15:42:08
8972,5256228221757951173.xml,261,942.09,951.02,00:15:42:09,00:15:51:02
8973,5256228221757951173.xml,262,951.03,952.23,00:15:51:03,00:15:52:23
8974,5256228221757951173.xml,263,952.24,954.05,00:15:52:24,00:15:54:05
8975,5256228221757951173.xml,264,954.06,955.04,00:15:54:06,00:15:55:04
8976,5256228221757951173.xml,265,955.05,960.13,00:15:55:05,00:16:00:13
8977,5256228221757951173.xml,266,960.14,960.17,00:16:00:14,00:16:00:17
8978,5256228221757951173.xml,267,960.18,961.11,00:16:00:18,00:16:01:11
8979,5256228221757951173.xml,268,961.12,962.15,00:16:01:12,00:16:02:15
8980,5256228221757951173.xml,269,962.16,966.13,00:16:02:16,00:16:06:13
8981,5256228221757951173.xml,270,966.14,968.05,00:16:06:14,00:16:08:05
8982,5256228221757951173.xml,271,968.06,969.12,00:16:08:06,00:16:09:12
8983,5256228221757951173.xml,272,969.13,974.13,00:16:09:13,00:16:14:13
8984,5256228221757951173.xml,273,974.14,978.17,00:16:14:14,00:16:18:17
8985,5256228221757951173.xml,274,978.18,981.17,00:16:18:18,00:16:21:17
8986,5256228221757951173.xml,275,981.18,991.07,00:16:21:18,00:16:31:07
8987,5256228221757951173.xml,276,991.08,994.06,00:16:31:08,00:16:34:06
8988,5256228221757951173.xml,277,994.07,1003.09,00:16:34:07,00:16:43:09
8989,5256228221757951173.xml,278,1003.1,1003.24,00:16:43:10,00:16:43:24
8990,5256228221757951173.xml,279,1004.0,1005.11,00:16:44:00,00:16:45:11
8991,5256228221757951173.xml,280,1005.12,1005.2,00:16:45:12,00:16:45:20
8992,5256228221757951173.xml,281,1005.21,1006.15,00:16:45:21,00:16:46:15
8993,5256228221757951173.xml,282,1006.16,1007.2,00:16:46:16,00:16:47:20
8994,5256228221757951173.xml,283,1007.21,1011.11,00:16:47:21,00:16:51:11
8995,5256228221757951173.xml,284,1011.12,1014.17,00:16:51:12,00:16:54:17
8996,5256228221757951173.xml,285,1014.18,1021.15,00:16:54:18,00:17:01:15
8997,5256228221757951173.xml,286,1021.16,1026.09,00:17:01:16,00:17:06:09
8998,5256228221757951173.xml,287,1026.1,1028.24,00:17:06:10,00:17:08:24
8999,5256228221757951173.xml,288,1029.0,1031.01,00:17:09:00,00:17:11:01
9000,5256228221757951173.xml,289,1031.02,1033.18,00:17:11:02,00:17:13:18
9001,5256228221757951173.xml,290,1033.19,1036.01,00:17:13:19,00:17:16:01
9002,5256228221757951173.xml,291,1036.02,1041.22,00:17:16:02,00:17:21:22
9003,5256228221757951173.xml,292,1041.23,1047.04,00:17:21:23,00:17:27:04
9004,5256228221757951173.xml,293,1047.05,1050.04,00:17:27:05,00:17:30:04
9005,5256228221757951173.xml,294,1050.05,1058.12,00:17:30:05,00:17:38:12
9006,5256228221757951173.xml,295,1058.13,1060.18,00:17:38:13,00:17:40:18
9007,5256228221757951173.xml,296,1060.19,1064.09,00:17:40:19,00:17:44:09
9008,5256228221757951173.xml,297,1064.1,1064.13,00:17:44:10,00:17:44:13
9009,5256228221757951173.xml,298,1064.14,1065.19,00:17:44:14,00:17:45:19
9010,5256228221757951173.xml,299,1065.2,1070.13,00:17:45:20,00:17:50:13
9011,5256228221757951173.xml,300,1070.14,1071.02,00:17:50:14,00:17:51:02
9012,5256228221757951173.xml,301,1071.03,1072.15,00:17:51:03,00:17:52:15
9013,5256228221757951173.xml,302,1072.16,1074.06,00:17:52:16,00:17:54:06
9014,5256228221757951173.xml,303,1074.07,1079.13,00:17:54:07,00:17:59:13
9015,5256228221757951173.xml,304,1079.14,1082.21,00:17:59:14,00:18:02:21
9016,5256228221757951173.xml,305,1082.22,1084.1,00:18:02:22,00:18:04:10
9017,5256228221757951173.xml,306,1084.11,1087.04,00:18:04:11,00:18:07:04
9018,5256228221757951173.xml,307,1087.05,1089.15,00:18:07:05,00:18:09:15
9019,5256228221757951173.xml,308,1089.16,1091.07,00:18:09:16,00:18:11:07
9020,5256228221757951173.xml,309,1091.08,1092.21,00:18:11:08,00:18:12:21
9021,5256228221757951173.xml,310,1092.22,1100.09,00:18:12:22,00:18:20:09
9022,5256228221757951173.xml,311,1100.1,1101.24,00:18:20:10,00:18:21:24
9023,5256228221757951173.xml,312,1102.0,1103.21,00:18:22:00,00:18:23:21
9024,5256228221757951173.xml,313,1103.22,1105.11,00:18:23:22,00:18:25:11
9025,5256228221757951173.xml,314,1105.12,1110.09,00:18:25:12,00:18:30:09
9026,5256228221757951173.xml,315,1110.1,1111.17,00:18:30:10,00:18:31:17
9027,5256228221757951173.xml,316,1111.18,1112.24,00:18:31:18,00:18:32:24
9028,5256228221757951173.xml,317,1113.0,1119.2,00:18:33:00,00:18:39:20
9029,5256228221757951173.xml,318,1119.21,1122.11,00:18:39:21,00:18:42:11
9030,5256228221757951173.xml,319,1122.12,1125.21,00:18:42:12,00:18:45:21
